Australian Bureau of Statistics,,,,,,,,,,,,
1270055006C185 Postcode 2011 to Local Government Area 2011,,,,,,,,,,,,
Released at 11.30am (Canberra time) 27 June 2012,,,,,,,,,,,,
Table 3 Correspondence,,,,,,,,,,,,
,,,,,,,,,,,,
POSTCODE,POSTCODE,LGA_CODE_2011,LGA_NAME_2011,RATIO,PERCENTAGE,,,,,,,
3675,3675,24900,Moira (S),0.025287,2.5286983,,,,,,,
3675,3675,26700,Wangaratta (RC),0.827227,82.7227023,,,,,,,
3677,3677,26700,Wangaratta (RC),1.0,100.0,,,,,,,
3678,3678,24900,Moira (S),0.0073372,0.733724,,,,,,,
3678,3678,26700,Wangaratta (RC),0.9926628,99.2662755,,,,,,,
3682,3682,23350,Indigo (S),0.3478674,34.7867415,,,,,,,
3682,3682,26700,Wangaratta (RC),0.6521326,65.2132585,,,,,,,
3683,3683,23350,Indigo (S),1.0,100.0,,,,,,,
3685,3685,23350,Indigo (S),0.9875037,98.7503742,,,,,,,
3685,3685,24900,Moira (S),0.0009879,0.0987864,,,,,,,
3685,3685,26700,Wangaratta (RC),0.0114583,1.1458329,,,,,,,
3687,3687,23350,Indigo (S),1.0,100.0,,,,,,,
3688,3688,23350,Indigo (S),1.0,100.0,,,,,,,
3690,3690,27170,Wodonga (RC),0.9999843,99.9984278,,,,,,,
3691,3691,10050,Albury (C),0.0031712,0.3171235,,,,,,,
3691,3691,20110,Alpine (S),0.0897949,8.9794853,,,,,,,
3691,3691,23350,Indigo (S),0.2577796,25.7779585,,,,,,,
3691,3691,26670,Towong (S),0.1452218,14.522179,,,,,,,
3691,3691,27170,Wodonga (RC),0.5039809,50.3980895,,,,,,,
3694,3694,10050,Albury (C),0.0001123,0.0112326,,,,,,,
3694,3694,27170,Wodonga (RC),0.9998877,99.9887674,,,,,,,
3695,3695,23350,Indigo (S),0.9481358,94.8135838,,,,,,,
3695,3695,26670,Towong (S),0.0518642,5.1864162,,,,,,,
3697,3697,20110,Alpine (S),1.0,100.0,,,,,,,
3698,3698,20110,Alpine (S),1.0,100.0,,,,,,,
3699,3699,20110,Alpine (S),0.7876195,78.7619487,,,,,,,
3699,3699,29399,Unincorporated Vic,0.2123767,21.237673,,,,,,,
3700,3700,26670,Towong (S),1.0,100.0,,,,,,,
3701,3701,22110,East Gippsland (S),0.0047057,0.4705704,,,,,,,
3701,3701,26670,Towong (S),0.99527,99.526999,,,,,,,
3704,3704,26670,Towong (S),1.0,100.0,,,,,,,
3705,3705,26670,Towong (S),1.0,100.0,,,,,,,
3707,3707,17450,Tumbarumba (A),0.0419675,4.1967463,,,,,,,
3707,3707,26670,Towong (S),0.9580308,95.8030842,,,,,,,
3708,3708,26670,Towong (S),1.0,100.0,,,,,,,
3709,3709,13340,Greater Hume Shire (A),0.0013825,0.138247,,,,,,,
3709,3709,17450,Tumbarumba (A),0.001255,0.1254972,,,,,,,
3709,3709,26670,Towong (S),0.9973626,99.7362559,,,,,,,
3711,3711,25620,Murrindindi (S),1.0,100.0,,,,,,,
3712,3712,25620,Murrindindi (S),1.0,100.0,,,,,,,
3713,3713,24250,Mansfield (S),0.0001152,0.0115192,,,,,,,
3713,3713,25620,Murrindindi (S),0.9998848,99.9884808,,,,,,,
3714,3714,25620,Murrindindi (S),1.0,100.0,,,,,,,
3715,3715,24250,Mansfield (S),0.9533887,95.3388709,,,,,,,
3715,3715,25620,Murrindindi (S),0.0466113,4.6611291,,,,,,,
3717,3717,25620,Murrindindi (S),0.9999996,99.9999602,,,,,,,
3718,3718,25620,Murrindindi (S),1.0,100.0,,,,,,,
3719,3719,24250,Mansfield (S),0.0031885,0.3188492,,,,,,,
3719,3719,25620,Murrindindi (S),0.9968115,99.6811508,,,,,,,
3720,3720,24250,Mansfield (S),0.9999999,99.9999947,,,,,,,
3722,3722,24250,Mansfield (S),0.9997635,99.976348,,,,,,,
3722,3722,29399,Unincorporated Vic,0.0002365,0.023652,,,,,,,
3723,3723,21010,Benalla (RC),0.0056079,0.5607926,,,,,,,
3723,3723,24250,Mansfield (S),0.9063223,90.6322343,,,,,,,
3723,3723,26700,Wangaratta (RC),0.008246,0.8245986,,,,,,,
3723,3723,29399,Unincorporated Vic,0.0798054,7.9805396,,,,,,,
3725,3725,21010,Benalla (RC),0.9304754,93.0475363,,,,,,,
3725,3725,22830,Greater Shepparton (C),0.0695246,6.9524637,,,,,,,
3726,3726,21010,Benalla (RC),1.0,100.0,,,,,,,
3727,3727,24900,Moira (S),1.0,100.0,,,,,,,
3728,3728,24900,Moira (S),1.0,100.0,,,,,,,
3730,3730,24900,Moira (S),0.9999764,99.9976356,,,,,,,
3732,3732,26700,Wangaratta (RC),0.9999997,99.9999743,,,,,,,
3733,3733,26700,Wangaratta (RC),1.0,100.0,,,,,,,
3735,3735,26700,Wangaratta (RC),1.0,100.0,,,,,,,
3737,3737,20110,Alpine (S),0.9983808,99.838077,,,,,,,
3737,3737,23350,Indigo (S),0.0016192,0.161923,,,,,,,
3738,3738,20110,Alpine (S),1.0,100.0,,,,,,,
3739,3739,20110,Alpine (S),1.0,100.0,,,,,,,
3740,3740,20110,Alpine (S),1.0,100.0,,,,,,,
3741,3741,20110,Alpine (S),0.9450822,94.5082217,,,,,,,
3741,3741,29399,Unincorporated Vic,0.0549178,5.4917783,,,,,,,
3744,3744,20110,Alpine (S),1.0,100.0,,,,,,,
3746,3746,26700,Wangaratta (RC),1.0,100.0,,,,,,,
3747,3747,23350,Indigo (S),0.9850569,98.5056855,,,,,,,
3747,3747,26700,Wangaratta (RC),0.0149431,1.4943145,,,,,,,
3749,3749,23350,Indigo (S),1.0,100.0,,,,,,,
3750,3750,27070,Whittlesea (C),1.0,100.0,,,,,,,
3751,3751,27070,Whittlesea (C),1.0,100.0,,,,,,,
3752,3752,27070,Whittlesea (C),1.0,100.0,,,,,,,
3753,3753,24850,Mitchell (S),0.5938141,59.3814078,,,,,,,
3753,3753,27070,Whittlesea (C),0.4061859,40.6185922,,,,,,,
3754,3754,25710,Nillumbik (S),0.0194837,1.9483744,,,,,,,
3754,3754,27070,Whittlesea (C),0.9805163,98.0516256,,,,,,,
3755,3755,25710,Nillumbik (S),0.0973933,9.7393298,,,,,,,
3755,3755,27070,Whittlesea (C),0.9026067,90.2606702,,,,,,,
3756,3756,24130,Macedon Ranges (S),0.055013,5.5012971,,,,,,,
3756,3756,24850,Mitchell (S),0.944987,94.4987029,,,,,,,
3757,3757,25620,Murrindindi (S),0.1973153,19.7315335,,,,,,,
3757,3757,27070,Whittlesea (C),0.8026844,80.2684414,,,,,,,
3758,3758,24850,Mitchell (S),1.0,100.0,,,,,,,
3759,3759,25710,Nillumbik (S),1.0,100.0,,,,,,,
3760,3760,25710,Nillumbik (S),1.0,100.0,,,,,,,
3761,3761,25710,Nillumbik (S),1.0,100.0,,,,,,,
3762,3762,24130,Macedon Ranges (S),0.0294185,2.9418469,,,,,,,
3762,3762,24850,Mitchell (S),0.9705815,97.0581531,,,,,,,
3763,3763,25620,Murrindindi (S),0.9973046,99.7304602,,,,,,,
3763,3763,25710,Nillumbik (S),0.0026954,0.2695398,,,,,,,
3764,3764,24130,Macedon Ranges (S),0.0006527,0.0652654,,,,,,,
3764,3764,24850,Mitchell (S),0.9993473,99.9347346,,,,,,,
3765,3765,27450,Yarra Ranges (S),1.0,100.0,,,,,,,
3766,3766,27450,Yarra Ranges (S),1.0,100.0,,,,,,,
3767,3767,27450,Yarra Ranges (S),1.0,100.0,,,,,,,
3770,3770,27450,Yarra Ranges (S),1.0,100.0,,,,,,,
3775,3775,25710,Nillumbik (S),0.0966401,9.6640099,,,,,,,
3775,3775,27450,Yarra Ranges (S),0.9033599,90.3359901,,,,,,,
3777,3777,25620,Murrindindi (S),0.0544369,5.4436865,,,,,,,
3777,3777,27450,Yarra Ranges (S),0.9455631,94.5563135,,,,,,,
3778,3778,25620,Murrindindi (S),0.9999844,99.9984376,,,,,,,
3779,3779,25620,Murrindindi (S),0.9967584,99.6758368,,,,,,,
3779,3779,29399,Unincorporated Vic,0.0032352,0.3235181,,,,,,,
3781,3781,21450,Cardinia (S),1.0,100.0,,,,,,,
3782,3782,21450,Cardinia (S),0.8448638,84.4863805,,,,,,,
3782,3782,27450,Yarra Ranges (S),0.1551362,15.5136195,,,,,,,
3783,3783,21450,Cardinia (S),1.0,100.0,,,,,,,
3785,3785,27450,Yarra Ranges (S),1.0,100.0,,,,,,,
3786,3786,27450,Yarra Ranges (S),1.0,100.0,,,,,,,
3787,3787,23670,Knox (C),0.0411156,4.111559,,,,,,,
3787,3787,27450,Yarra Ranges (S),0.9588844,95.888441,,,,,,,
3788,3788,27450,Yarra Ranges (S),1.0,100.0,,,,,,,
3789,3789,27450,Yarra Ranges (S),1.0,100.0,,,,,,,
3791,3791,27450,Yarra Ranges (S),1.0,100.0,,,,,,,
3792,3792,27450,Yarra Ranges (S),1.0,100.0,,,,,,,
3793,3793,27450,Yarra Ranges (S),1.0,100.0,,,,,,,
3795,3795,27450,Yarra Ranges (S),1.0,100.0,,,,,,,
3796,3796,27450,Yarra Ranges (S),1.0,100.0,,,,,,,
3797,3797,27450,Yarra Ranges (S),1.0,100.0,,,,,,,
3799,3799,27450,Yarra Ranges (S),0.9999495,99.9949549,,,,,,,
3800,3800,24970,Monash (C),1.0,100.0,,,,,,,
3802,3802,21610,Casey (C),1.0,100.0,,,,,,,
3803,3803,21610,Casey (C),1.0,100.0,,,,,,,
3804,3804,21610,Casey (C),0.9398968,93.989679,,,,,,,
3804,3804,27450,Yarra Ranges (S),0.0601032,6.010321,,,,,,,
3805,3805,21610,Casey (C),1.0,100.0,,,,,,,
3806,3806,21610,Casey (C),1.0,100.0,,,,,,,
3807,3807,21450,Cardinia (S),0.9339252,93.3925223,,,,,,,
3807,3807,21610,Casey (C),0.0660748,6.6074777,,,,,,,
3808,3808,21450,Cardinia (S),1.0,100.0,,,,,,,
3809,3809,21450,Cardinia (S),1.0,100.0,,,,,,,
3810,3810,21450,Cardinia (S),1.0,100.0,,,,,,,
3812,3812,21450,Cardinia (S),1.0,100.0,,,,,,,
3813,3813,21450,Cardinia (S),1.0,100.0,,,,,,,
3814,3814,21450,Cardinia (S),1.0,100.0,,,,,,,
3815,3815,21450,Cardinia (S),1.0,100.0,,,,,,,
3816,3816,20830,Baw Baw (S),0.9508416,95.0841602,,,,,,,
3816,3816,21450,Cardinia (S),0.0491584,4.9158398,,,,,,,
3818,3818,20830,Baw Baw (S),1.0,100.0,,,,,,,
3820,3820,20830,Baw Baw (S),1.0,100.0,,,,,,,
3821,3821,20830,Baw Baw (S),1.0,100.0,,,,,,,
3822,3822,20830,Baw Baw (S),1.0,100.0,,,,,,,
3823,3823,20830,Baw Baw (S),1.0,100.0,,,,,,,
3824,3824,20830,Baw Baw (S),0.9982919,99.8291938,,,,,,,
3824,3824,23810,Latrobe (C),0.0008781,0.0878108,,,,,,,
3824,3824,26170,South Gippsland (S),0.00083,0.0829954,,,,,,,
3825,3825,20830,Baw Baw (S),0.1001208,10.0120789,,,,,,,
3825,3825,23810,Latrobe (C),0.8998791,89.9879113,,,,,,,
3831,3831,20830,Baw Baw (S),1.0,100.0,,,,,,,
3832,3832,20830,Baw Baw (S),1.0,100.0,,,,,,,
3833,3833,20830,Baw Baw (S),0.9288146,92.8814588,,,,,,,
3833,3833,27450,Yarra Ranges (S),0.0008489,0.0848946,,,,,,,
3833,3833,29399,Unincorporated Vic,0.0703365,7.0336466,,,,,,,
3835,3835,20830,Baw Baw (S),0.9913463,99.1346336,,,,,,,
3835,3835,26170,South Gippsland (S),0.0086537,0.8653664,,,,,,,
3840,3840,23810,Latrobe (C),1.0,100.0,,,,,,,
3842,3842,23810,Latrobe (C),1.0,100.0,,,,,,,
3844,3844,23810,Latrobe (C),0.9876369,98.7636855,,,,,,,
3844,3844,26810,Wellington (S),0.0123631,1.2363145,,,,,,,
3847,3847,26810,Wellington (S),1.0,100.0,,,,,,,
3850,3850,26810,Wellington (S),1.0,100.0,,,,,,,
3851,3851,26810,Wellington (S),1.0,99.9999995,,,,,,,
3852,3852,26810,Wellington (S),1.0,100.0,,,,,,,
3854,3854,23810,Latrobe (C),0.8467404,84.6740364,,,,,,,
3854,3854,26810,Wellington (S),0.1532589,15.3258942,,,,,,,
3856,3856,23810,Latrobe (C),0.932862,93.286195,,,,,,,
3856,3856,26810,Wellington (S),0.067137,6.7136967,,,,,,,
3857,3857,23810,Latrobe (C),0.1528181,15.2818071,,,,,,,
3857,3857,26810,Wellington (S),0.8471819,84.7181929,,,,,,,
3858,3858,26810,Wellington (S),0.9999986,99.9998641,,,,,,,
3859,3859,26810,Wellington (S),1.0,100.0,,,,,,,
3860,3860,26810,Wellington (S),1.0,100.0,,,,,,,
3862,3862,22110,East Gippsland (S),0.0017171,0.1717059,,,,,,,
3862,3862,26810,Wellington (S),0.9982816,99.8281569,,,,,,,
3864,3864,22110,East Gippsland (S),0.982755,98.2754975,,,,,,,
3864,3864,26810,Wellington (S),0.017245,1.7245025,,,,,,,
3865,3865,22110,East Gippsland (S),1.0,100.0,,,,,,,
3869,3869,23810,Latrobe (C),1.0,100.0,,,,,,,
3870,3870,23810,Latrobe (C),0.9447819,94.4781874,,,,,,,
3870,3870,26170,South Gippsland (S),0.0519257,5.1925695,,,,,,,
3870,3870,26810,Wellington (S),0.0032924,0.329243,,,,,,,
3871,3871,20830,Baw Baw (S),0.0216083,2.1608334,,,,,,,
3871,3871,23810,Latrobe (C),0.0348207,3.4820689,,,,,,,
3871,3871,26170,South Gippsland (S),0.943571,94.3570978,,,,,,,
3873,3873,26810,Wellington (S),1.0,100.0,,,,,,,
3874,3874,26810,Wellington (S),1.0,100.0,,,,,,,
3875,3875,22110,East Gippsland (S),1.0,99.9999957,,,,,,,
3878,3878,22110,East Gippsland (S),1.0,100.0,,,,,,,
3880,3880,22110,East Gippsland (S),0.9999985,99.9998473,,,,,,,
3882,3882,22110,East Gippsland (S),1.0,100.0,,,,,,,
3885,3885,22110,East Gippsland (S),1.0,100.0,,,,,,,
3886,3886,22110,East Gippsland (S),1.0,100.0,,,,,,,
3887,3887,22110,East Gippsland (S),1.0,100.0,,,,,,,
3888,3888,22110,East Gippsland (S),1.0,100.0,,,,,,,
3889,3889,22110,East Gippsland (S),1.0,100.0,,,,,,,
3890,3890,22110,East Gippsland (S),1.0,100.0,,,,,,,
3891,3891,22110,East Gippsland (S),1.0,100.0,,,,,,,
3892,3892,22110,East Gippsland (S),1.0,100.0,,,,,,,
3893,3893,22110,East Gippsland (S),1.0,100.0,,,,,,,
3895,3895,22110,East Gippsland (S),1.0,100.0,,,,,,,
3896,3896,22110,East Gippsland (S),1.0,100.0,,,,,,,
3898,3898,20110,Alpine (S),0.1975126,19.7512578,,,,,,,
3898,3898,22110,East Gippsland (S),0.8024874,80.2487422,,,,,,,
3900,3900,22110,East Gippsland (S),1.0,100.0,,,,,,,
3902,3902,22110,East Gippsland (S),1.0,100.0,,,,,,,
3903,3903,22110,East Gippsland (S),1.0,100.0,,,,,,,
3904,3904,22110,East Gippsland (S),1.0,100.0,,,,,,,
3909,3909,22110,East Gippsland (S),1.0,100.0,,,,,,,
3910,3910,22170,Frankston (C),1.0,100.0,,,,,,,
3911,3911,22170,Frankston (C),0.3443797,34.4379725,,,,,,,
3911,3911,25340,Mornington Peninsula (S),0.6556203,65.5620275,,,,,,,
3912,3912,21610,Casey (C),0.247678,24.7677957,,,,,,,
3912,3912,25340,Mornington Peninsula (S),0.752322,75.2322043,,,,,,,
3913,3913,25340,Mornington Peninsula (S),1.0,100.0,,,,,,,
3915,3915,25340,Mornington Peninsula (S),1.0,100.0,,,,,,,
3916,3916,25340,Mornington Peninsula (S),1.0,100.0,,,,,,,
3918,3918,25340,Mornington Peninsula (S),1.0,100.0,,,,,,,
3919,3919,25340,Mornington Peninsula (S),1.0,100.0,,,,,,,
3920,3920,25340,Mornington Peninsula (S),1.0,100.0,,,,,,,
3921,3921,29399,Unincorporated Vic,1.0,100.0,,,,,,,
3922,3922,20740,Bass Coast (S),1.0,100.0,,,,,,,
3923,3923,20740,Bass Coast (S),1.0,100.0,,,,,,,
3925,3925,20740,Bass Coast (S),1.0,100.0,,,,,,,
3926,3926,25340,Mornington Peninsula (S),1.0,100.0,,,,,,,
3927,3927,25340,Mornington Peninsula (S),1.0,100.0,,,,,,,
3928,3928,25340,Mornington Peninsula (S),1.0,100.0,,,,,,,
3929,3929,25340,Mornington Peninsula (S),1.0,100.0,,,,,,,
3930,3930,25340,Mornington Peninsula (S),1.0,100.0,,,,,,,
3931,3931,25340,Mornington Peninsula (S),1.0,100.0,,,,,,,
3933,3933,25340,Mornington Peninsula (S),1.0,100.0,,,,,,,
3934,3934,25340,Mornington Peninsula (S),1.0,100.0,,,,,,,
3936,3936,25340,Mornington Peninsula (S),1.0,100.0,,,,,,,
3937,3937,25340,Mornington Peninsula (S),1.0,100.0,,,,,,,
3938,3938,25340,Mornington Peninsula (S),1.0,100.0,,,,,,,
3939,3939,25340,Mornington Peninsula (S),1.0,100.0,,,,,,,
3940,3940,25340,Mornington Peninsula (S),1.0,100.0,,,,,,,
3941,3941,25340,Mornington Peninsula (S),1.0,100.0,,,,,,,
3942,3942,25340,Mornington Peninsula (S),1.0,100.0,,,,,,,
3943,3943,25340,Mornington Peninsula (S),1.0,100.0,,,,,,,
3944,3944,25340,Mornington Peninsula (S),1.0,100.0,,,,,,,
3945,3945,20740,Bass Coast (S),0.4158728,41.5872848,,,,,,,
3945,3945,26170,South Gippsland (S),0.5841272,58.4127152,,,,,,,
3946,3946,26170,South Gippsland (S),1.0,100.0,,,,,,,
3950,3950,20830,Baw Baw (S),0.0050708,0.5070801,,,,,,,
3950,3950,26170,South Gippsland (S),0.9949292,99.4929199,,,,,,,
3951,3951,20740,Bass Coast (S),0.0551517,5.515168,,,,,,,
3951,3951,26170,South Gippsland (S),0.9448483,94.484832,,,,,,,
3953,3953,20830,Baw Baw (S),0.0020166,0.2016589,,,,,,,
3953,3953,26170,South Gippsland (S),0.9979834,99.7983411,,,,,,,
3954,3954,26170,South Gippsland (S),1.0,100.0,,,,,,,
3956,3956,26170,South Gippsland (S),1.0,100.0,,,,,,,
3957,3957,26170,South Gippsland (S),1.0,100.0,,,,,,,
3958,3958,26170,South Gippsland (S),1.0,100.0,,,,,,,
3959,3959,26170,South Gippsland (S),1.0,100.0,,,,,,,
3960,3960,26170,South Gippsland (S),1.0,100.0,,,,,,,
3962,3962,26170,South Gippsland (S),0.9671768,96.7176823,,,,,,,
3962,3962,26810,Wellington (S),0.0328232,3.2823177,,,,,,,
3964,3964,26170,South Gippsland (S),1.0,100.0,,,,,,,
3965,3965,26170,South Gippsland (S),1.0,100.0,,,,,,,
3966,3966,26170,South Gippsland (S),0.742486,74.2485981,,,,,,,
3966,3966,26810,Wellington (S),0.257514,25.7514019,,,,,,,
3967,3967,26170,South Gippsland (S),0.682038,68.2038007,,,,,,,
3967,3967,26810,Wellington (S),0.317962,31.7961993,,,,,,,
3971,3971,26810,Wellington (S),0.9999995,99.9999505,,,,,,,
3975,3975,21610,Casey (C),0.9974241,99.7424093,,,,,,,
3975,3975,22670,Greater Dandenong (C),0.0025759,0.2575907,,,,,,,
3976,3976,21610,Casey (C),1.0,100.0,,,,,,,
3977,3977,21610,Casey (C),0.8433255,84.3325475,,,,,,,
3977,3977,22170,Frankston (C),0.1566745,15.6674525,,,,,,,
3978,3978,21450,Cardinia (S),0.2618333,26.1833299,,,,,,,
3978,3978,21610,Casey (C),0.7381667,73.8166701,,,,,,,
3979,3979,20740,Bass Coast (S),1.0,100.0,,,,,,,
3980,3980,21450,Cardinia (S),0.0057145,0.5714522,,,,,,,
3980,3980,21610,Casey (C),0.9942855,99.4285478,,,,,,,
3981,3981,20830,Baw Baw (S),0.0162322,1.6232213,,,,,,,
3981,3981,21450,Cardinia (S),0.9837678,98.3767787,,,,,,,
3984,3984,20740,Bass Coast (S),0.6343481,63.4348147,,,,,,,
3984,3984,21450,Cardinia (S),0.3625758,36.257583,,,,,,,
3984,3984,26170,South Gippsland (S),0.003076,0.3076023,,,,,,,
3987,3987,21450,Cardinia (S),0.0246796,2.4679587,,,,,,,
3987,3987,26170,South Gippsland (S),0.9753197,97.5319727,,,,,,,
3988,3988,20830,Baw Baw (S),0.1314899,13.1489867,,,,,,,
3988,3988,26170,South Gippsland (S),0.8685101,86.8510133,,,,,,,
3990,3990,20740,Bass Coast (S),1.0,100.0,,,,,,,
3991,3991,20740,Bass Coast (S),1.0,100.0,,,,,,,
3992,3992,20740,Bass Coast (S),1.0,100.0,,,,,,,
3995,3995,20740,Bass Coast (S),1.0,100.0,,,,,,,
3996,3996,20740,Bass Coast (S),0.9781773,97.8177339,,,,,,,
3996,3996,26170,South Gippsland (S),0.0218227,2.1822661,,,,,,,
4000,4000,31000,Brisbane (C),1.0,100.0,,,,,,,
4005,4005,31000,Brisbane (C),1.0,100.0,,,,,,,
4006,4006,31000,Brisbane (C),1.0,100.0,,,,,,,
4007,4007,31000,Brisbane (C),0.9762708,97.6270815,,,,,,,
4008,4008,31000,Brisbane (C),1.0,100.0,,,,,,,
4009,4009,31000,Brisbane (C),1.0,100.0,,,,,,,
4010,4010,31000,Brisbane (C),1.0,100.0,,,,,,,
4011,4011,31000,Brisbane (C),1.0,100.0,,,,,,,
4012,4012,31000,Brisbane (C),1.0,100.0,,,,,,,
4013,4013,31000,Brisbane (C),1.0,100.0,,,,,,,
4014,4014,31000,Brisbane (C),1.0,100.0,,,,,,,
4017,4017,31000,Brisbane (C),1.0,100.0,,,,,,,
4018,4018,31000,Brisbane (C),1.0,100.0,,,,,,,
4019,4019,35010,Moreton Bay (R),1.0,100.0,,,,,,,
4020,4020,35010,Moreton Bay (R),1.0,100.0,,,,,,,
4021,4021,35010,Moreton Bay (R),1.0,100.0,,,,,,,
4022,4022,35010,Moreton Bay (R),1.0,100.0,,,,,,,
4025,4025,31000,Brisbane (C),1.0,100.0,,,,,,,
4029,4029,31000,Brisbane (C),1.0,100.0,,,,,,,
4030,4030,31000,Brisbane (C),1.0,100.0,,,,,,,
4031,4031,31000,Brisbane (C),1.0,100.0,,,,,,,
4032,4032,31000,Brisbane (C),1.0,100.0,,,,,,,
4034,4034,31000,Brisbane (C),1.0,100.0,,,,,,,
4035,4035,31000,Brisbane (C),0.3244979,32.4497875,,,,,,,
4035,4035,35010,Moreton Bay (R),0.6755021,67.5502125,,,,,,,
4036,4036,31000,Brisbane (C),1.0,100.0,,,,,,,
4037,4037,35010,Moreton Bay (R),1.0,100.0,,,,,,,
4051,4051,31000,Brisbane (C),1.0,100.0,,,,,,,
4053,4053,31000,Brisbane (C),0.8680279,86.8027859,,,,,,,
4053,4053,35010,Moreton Bay (R),0.1319721,13.1972141,,,,,,,
4054,4054,31000,Brisbane (C),0.5036696,50.3669574,,,,,,,
4054,4054,35010,Moreton Bay (R),0.4963304,49.6330426,,,,,,,
4055,4055,31000,Brisbane (C),0.4656861,46.5686095,,,,,,,
4055,4055,35010,Moreton Bay (R),0.5343139,53.4313905,,,,,,,
4059,4059,31000,Brisbane (C),1.0,100.0,,,,,,,
4060,4060,31000,Brisbane (C),1.0,100.0,,,,,,,
4061,4061,31000,Brisbane (C),1.0,100.0,,,,,,,
4064,4064,31000,Brisbane (C),1.0,100.0,,,,,,,
4065,4065,31000,Brisbane (C),1.0,100.0,,,,,,,
4066,4066,31000,Brisbane (C),1.0,100.0,,,,,,,
4067,4067,31000,Brisbane (C),1.0,100.0,,,,,,,
4068,4068,31000,Brisbane (C),1.0,100.0,,,,,,,
4069,4069,31000,Brisbane (C),1.0,100.0,,,,,,,
4070,4070,31000,Brisbane (C),0.9982249,99.822491,,,,,,,
4070,4070,33960,Ipswich (C),0.0017751,0.177509,,,,,,,
4072,4072,31000,Brisbane (C),1.0,100.0,,,,,,,
4073,4073,31000,Brisbane (C),1.0,100.0,,,,,,,
4074,4074,31000,Brisbane (C),1.0,100.0,,,,,,,
4075,4075,31000,Brisbane (C),1.0,100.0,,,,,,,
4076,4076,31000,Brisbane (C),1.0,100.0,,,,,,,
4077,4077,31000,Brisbane (C),1.0,100.0,,,,,,,
4078,4078,31000,Brisbane (C),1.0,100.0,,,,,,,
4101,4101,31000,Brisbane (C),1.0,100.0,,,,,,,
4102,4102,31000,Brisbane (C),1.0,100.0,,,,,,,
4103,4103,31000,Brisbane (C),1.0,100.0,,,,,,,
4104,4104,31000,Brisbane (C),1.0,100.0,,,,,,,
4105,4105,31000,Brisbane (C),1.0,100.0,,,,,,,
4106,4106,31000,Brisbane (C),1.0,100.0,,,,,,,
4107,4107,31000,Brisbane (C),1.0,100.0,,,,,,,
4108,4108,31000,Brisbane (C),1.0,100.0,,,,,,,
4109,4109,31000,Brisbane (C),1.0,100.0,,,,,,,
4110,4110,31000,Brisbane (C),1.0,100.0,,,,,,,
4111,4111,31000,Brisbane (C),1.0,100.0,,,,,,,
4112,4112,31000,Brisbane (C),1.0,100.0,,,,,,,
4113,4113,31000,Brisbane (C),1.0,100.0,,,,,,,
4114,4114,34590,Logan (C),0.9999981,99.9998149,,,,,,,
4115,4115,31000,Brisbane (C),1.0,100.0,,,,,,,
4116,4116,31000,Brisbane (C),1.0,100.0,,,,,,,
4117,4117,31000,Brisbane (C),0.0351191,3.511908,,,,,,,
4117,4117,34590,Logan (C),0.9648809,96.488092,,,,,,,
4118,4118,34590,Logan (C),1.0,99.9999999,,,,,,,
4119,4119,34590,Logan (C),1.0,99.9999977,,,,,,,
4120,4120,31000,Brisbane (C),1.0,100.0,,,,,,,
4121,4121,31000,Brisbane (C),1.0,100.0,,,,,,,
4122,4122,31000,Brisbane (C),1.0,100.0,,,,,,,
4123,4123,31000,Brisbane (C),0.0671258,6.7125822,,,,,,,
4123,4123,34590,Logan (C),0.9328742,93.2874178,,,,,,,
4124,4124,33960,Ipswich (C),0.0052835,0.5283457,,,,,,,
4124,4124,34590,Logan (C),0.9947165,99.4716536,,,,,,,
4125,4125,34590,Logan (C),1.0,100.0,,,,,,,
4127,4127,31000,Brisbane (C),0.0002074,0.0207393,,,,,,,
4127,4127,34590,Logan (C),0.9997926,99.9792607,,,,,,,
4128,4128,34590,Logan (C),1.0,99.9999999,,,,,,,
4129,4129,34590,Logan (C),1.0,100.0,,,,,,,
4130,4130,34590,Logan (C),1.0,100.0,,,,,,,
4131,4131,34590,Logan (C),1.0,100.0,,,,,,,
4132,4132,34590,Logan (C),1.0,100.0,,,,,,,
4133,4133,34590,Logan (C),1.0,100.0,,,,,,,
4151,4151,31000,Brisbane (C),1.0,100.0,,,,,,,
4152,4152,31000,Brisbane (C),1.0,100.0,,,,,,,
4153,4153,31000,Brisbane (C),1.0,100.0,,,,,,,
4154,4154,31000,Brisbane (C),1.0,100.0,,,,,,,
4155,4155,31000,Brisbane (C),1.0,100.0,,,,,,,
4156,4156,31000,Brisbane (C),1.0,100.0,,,,,,,
4157,4157,31000,Brisbane (C),0.0181516,1.8151614,,,,,,,
4157,4157,36250,Redland (C),0.9818484,98.1848386,,,,,,,
4158,4158,36250,Redland (C),1.0,100.0,,,,,,,
4159,4159,36250,Redland (C),1.0,99.9999999,,,,,,,
4160,4160,36250,Redland (C),1.0,100.0,,,,,,,
4161,4161,36250,Redland (C),1.0,100.0,,,,,,,
4163,4163,36250,Redland (C),1.0,100.0,,,,,,,
4164,4164,36250,Redland (C),1.0,100.0,,,,,,,
4165,4165,36250,Redland (C),1.0,100.0,,,,,,,
4169,4169,31000,Brisbane (C),1.0,100.0,,,,,,,
4170,4170,31000,Brisbane (C),1.0,100.0,,,,,,,
4171,4171,31000,Brisbane (C),1.0,100.0,,,,,,,
4172,4172,31000,Brisbane (C),1.0,100.0,,,,,,,
